Open Data-Federal-Department of Commerce-SnapSense, 10
Open Data-Federal-Department of Commerce-"Loqate Inc.", 10
Open Data-Federal-Department of Commerce-Geoscape, 10
Open Data-Federal-Department of Commerce-Remi, 10
Open Data-Federal-Department of Commerce-Charles River Associates, 10
Open Data-Federal-Department of Commerce-Nielsen, 10
Open Data-Federal-Department of Commerce-Computer Packages Inc, 10
Open Data-Federal-Department of Commerce-Google Maps, 10
Open Data-Federal-Department of Commerce-Munetrix, 10
Open Data-Federal-Department of Commerce-Geolytics, 10
Open Data-Federal-Department of Commerce-"Expert Health Data Programming Inc.", 10
Open Data-Federal-Department of Commerce-NerdWallet, 10
Open Data-Federal-Department of Commerce-Construction Monitor LLC, 10
Open Data-Federal-Department of Commerce-Boundless, 10
Open Data-Federal-Department of Commerce-Navico, 10
Open Data-Federal-Department of Commerce-OnDeck, 10
Open Data-Federal-Department of Commerce-SpaceCurve, 10
Open Data-Federal-Department of Commerce-IBM, 10
Open Data-Federal-Department of Commerce-Alarm.com, 10
Open Data-Federal-Department of Commerce-Earth Networks, 10
Open Data-Federal-Department of Commerce-iFactor Consulting, 10
Open Data-Federal-Department of Commerce-Solar Census, 10
Open Data-Federal-Department of Commerce-"Qado Energy Inc."-Average cloudiness sunrise to sunset from manual observations (percent), 10
Open Data-Federal-Department of Commerce-Atlas Van Lines, 10
Open Data-Federal-Department of Commerce-Harris Corporation, 10
Open Data-Federal-Department of Commerce-"Lumesis Inc.", 10
Open Data-Federal-Department of Commerce-CrowdANALYTIX, 10
Open Data-Federal-Department of Commerce-Headlight, 10
Open Data-Federal-Department of Commerce-Mapbox, 10
Open Data-Federal-Department of Commerce-IFI CLAIMS Patent Services-US granted patents XML, 10
Open Data-Federal-Department of Commerce-IFI CLAIMS Patent Services-US patent applications XML, 10
Open Data-Federal-Department of Commerce-IFI CLAIMS Patent Services-patent daily reassignments, 10
Open Data-Federal-Department of Commerce-IFI CLAIMS Patent Services-public PAIR, 10
Open Data-Federal-Department of Commerce-IFI CLAIMS Patent Services-patent reclassification, 10
Open Data-Federal-Department of Commerce-IFI CLAIMS Patent Services-patent gazette, 10
Open Data-Federal-Department of Commerce-PYA Analytics, 10
Open Data-Federal-Department of Commerce-Collective IP, 10
Open Data-Federal-Department of Commerce-Revaluate, 10
Open Data-Federal-Department of Commerce-Patently O, 10
Open Data-Federal-Department of Commerce-"Docket Alarm Inc.", 10
Open Data-Federal-Department of Commerce-Perscio, 10
Open Data-Federal-Department of Commerce-"Think Edu- LLC", 10
Open Data-Federal-Department of Commerce-"Farmers Business Network Inc.", 10
Open Data-Federal-Department of Commerce-Quertle, 10
Open Data-Federal-Department of Defense-Apextech LLC-Accounting and Budgeting Data, 10
Open Data-Federal-Department of Defense-Apextech LLC-US Department of Defense Accounting and Budgeting Data, 10
Open Data-Federal-Department of Defense-HealthMap, 10
Open Data-Federal-Department of Defense-FindTheBest.com, 10
Open Data-Federal-Department of Defense-Booz Allen Hamilton, 10
Open Data-Federal-Department of Defense-Informatica-Uses data from the intelligence community from state and local governments, 10
Open Data-Federal-Department of Defense-Enigma.io, 10
Open Data-Federal-Department of Defense-Vital Axiom | Niinja, 10
Open Data-Federal-Department of Defense-"VisualDoD- LLC", 10
Open Data-Federal-Department of Defense-The GovLab-1, 10
Open Data-Federal-Department of Defense-The GovLab-2, 10
Open Data-Federal-Department of Defense-The GovLab-4, 10
Open Data-Federal-Department of Defense-The GovLab-5, 10
Open Data-Federal-Department of Education-GreatSchools, 10
Open Data-Federal-Department of Education-Overture Technologies, 10
Open Data-Federal-Department of Education-YourMapper-Public School Info, 10
Open Data-Federal-Department of Education-"College Abacus- an ECMC initiative"-IPEDS, 10
Open Data-Federal-Department of Education-College Board, 10
Open Data-Federal-Department of Education-"Personal Inc.", 10
Open Data-Federal-Department of Education-SmartAsset-Education data, 10
Open Data-Federal-Department of Education-Alltuition, 10
Open Data-Federal-Department of Education-ConnectEDU, 10
Open Data-Federal-Department of Education-Enigma.io, 10
Open Data-Federal-Department of Education-U.S. News Schools-Common core of data, 10
Open Data-Federal-Department of Education-Rezolve Group, 10
Open Data-Federal-Department of Education-SimpleTuition, 10
Open Data-Federal-Department of Education-Plus U, 10
Open Data-Federal-Department of Education-How's My Offer?-Integrated Postsecondary Education Data System (IPEDS), 10
Open Data-Federal-Department of Education-PossibilityU, 10
Open Data-Federal-Department of Education-Cappex, 10
Open Data-Federal-Department of Education-Peterson's, 10
Open Data-Federal-Department of Education-Unigo LLC, 10
Open Data-Federal-Department of Education-The Advisory Board Company, 10
Open Data-Federal-Department of Education-Junyo, 10
Open Data-Federal-Department of Education-Ranku, 10
Open Data-Federal-Department of Education-Headlight, 10
Open Data-Federal-Department of Education-"Think Edu- LLC", 10
Open Data-Federal-Department of Energy-Jurispect, 10
Open Data-Federal-Department of Energy-SolarList-PVWatts, 10
Open Data-Federal-Department of Energy-Enervee Corporation, 10
Open Data-Federal-Department of Energy-PEV4me.com, 10
Open Data-Federal-Department of Energy-Simple Energy, 10
Open Data-Federal-Department of Energy-Genability, 10
Open Data-Federal-Department of Energy-Investormill-Petroleum Status Report, 10
Open Data-Federal-Department of Energy-The Schork Report, 10
Open Data-Federal-Department of Energy-Clean Power Finance, 10
Open Data-Federal-Department of Energy-Lucid-EIA electricity cost and emissions data by state, 10
Open Data-Federal-Department of Energy-First Fuel Software-Electric Vehicle Charging Station Locations, 10
Open Data-Federal-Department of Energy-First Fuel Software-geographic information system building data, 10
Open Data-Federal-Department of Energy-GoodGuide, 10
Open Data-Federal-Department of Energy-Azavea, 10
Open Data-Federal-Department of Energy-kWhOURS-Commercial Buildings Energy Consumption Survey, 10
Open Data-Federal-Department of Energy-PlotWatt, 10
Open Data-Federal-Department of Energy-PowerAdvocate, 10
Open Data-Federal-Department of Energy-US Green Data-"Uses energy efficiency and renewable energy incentives- rebates- tax credits- and policies  0available to a specific address- zip code- or across a portfolio of multiple locations"-
Open Data-Federal-Department of Energy-Enigma.io, 10
Open Data-Federal-Department of Energy-Xatori, 10
Open Data-Federal-Department of Energy-WattzOn, 10
Open Data-Federal-Department of Energy-Recargo-Electric Vehicle Charging Station Locations, 10
Open Data-Federal-Department of Energy-FindTheBest.com-Energy Efficiency and Renewable Energy, 10
Open Data-Federal-Department of Energy-Tendril, 10
Open Data-Federal-Department of Energy-Retroficiency, 10
Open Data-Federal-Department of Energy-Barchart, 10
Open Data-Federal-Department of Energy-Schneider Electric, 10
Open Data-Federal-Department of Energy-Nest, 10
Open Data-Federal-Department of Energy-iFactor Consulting, 10
Open Data-Federal-Department of Energy-National Grid, 10
Open Data-Federal-Department of Energy-Solar Census, 10
Open Data-Federal-Department of Energy-C3 Energy, 10
Open Data-Federal-Department of Energy-Urjanet, 10
Open Data-Federal-Department of Energy-Energy Solutions Forum, 10
Open Data-Federal-Department of Energy-Pepco, 10
Open Data-Federal-Department of Energy-People Power, 10
Open Data-Federal-Department of Energy-AtSite, 10
Open Data-Federal-Department of Energy-Noveda Technologies, 10
Open Data-Federal-Department of Energy-Verdafero-Energy Star Portfolio Manager, 10
Open Data-Federal-Department of Energy-Verdafero-Green Button, 10
Open Data-Federal-Department of Energy-EnergySage, 10
Open Data-Federal-Department of Energy-Mission Data, 10
Open Data-Federal-Department of Energy-Eyedro Green Solutions, 10
Open Data-Federal-Department of Energy-Aquicore, 10
Open Data-Federal-Department of Energy-CrowdANALYTIX-US Energy, 10
Open Data-Federal-Department of Energy-CrowdANALYTIX-Energy, 10
Open Data-Federal-Department of Energy-Next Step Living, 10
Open Data-Federal-Department of Health and Human Services-iTriage-Community Health Clinics, 10
Open Data-Federal-Department of Health and Human Services-TXT4Tots, 10
Open Data-Federal-Department of Health and Human Services-"Graematter Inc.", 10
Open Data-Federal-Department of Health and Human Services-YourMapper, 10
Open Data-Federal-Department of Health and Human Services-TrialX-Clinicaltrials, 10
Open Data-Federal-Department of Health and Human Services-health data dot gov, 10
Open Data-Federal-Department of Health and Human Services-PatientsLikeMe, 10
Open Data-Federal-Department of Health and Human Services-Numedii, 10
Open Data-Federal-Department of Health and Human Services-Compendia Bioscience Life Technologies-NIH, 10
Open Data-Federal-Department of Health and Human Services-Quertle, 10
Open Data-Federal-Department of Health and Human Services-MedWatcher, 10
Open Data-Federal-Department of Health and Human Services-Abt Associates, 10
Open Data-Federal-Department of Health and Human Services-"Govzilla Inc.", 10
Open Data-Federal-Department of Health and Human Services-"HealthPocket Inc."-HealthCare Finder API, 10
Open Data-Federal-Department of Health and Human Services-Healthgrades, 10
Open Data-Federal-Department of Health and Human Services-Archimedes Inc., 10
Open Data-Federal-Department of Health and Human Services-HealthMap, 10
Open Data-Federal-Department of Health and Human Services-Zebu Compliance Solutions-US Department of Health and Human Services (HHS) Office of  0Inspector General List of Excluded Individuals/Entities (LEIE) Database-
Open Data-Federal-Department of Health and Human Services-Zebu Compliance Solutions-US Department of Health and Human Services (HHS) National  0Drug Code Directory-
Open Data-Federal-Department of Health and Human Services-The DocGraph Journal, 10
Open Data-Federal-Department of Health and Human Services-karmadata, 10
Open Data-Federal-Department of Health and Human Services-Symcat, 10
Open Data-Federal-Department of Health and Human Services-Social Health Insights-Obamacare Qualified Health Plan (QHP) Data, 10
Open Data-Federal-Department of Health and Human Services-Amida Technology Solutions-Blue Button, 10
Open Data-Federal-Department of Health and Human Services-Castle Biosciences, 10
Open Data-Federal-Department of Health and Human Services-Consumer Reports, 10
Open Data-Federal-Department of Health and Human Services-Aidin-Home Health Compare, 10
Open Data-Federal-Department of Health and Human Services-Aidin-Nursing Home Compare, 10
Open Data-Federal-Department of Health and Human Services-Aureus Sciences (*Now part of Elsevier), 10
Open Data-Federal-Department of Health and Human Services-Bing-Uses data from HHS and the Institute of Medicine for visualization on Bing maps., 10
Open Data-Federal-Department of Health and Human Services-Accenture-"Accenture consults to national governments re: public data (e.g. EU-  0Canada)"-
Open Data-Federal-Department of Health and Human Services-Ceiba Solutions, 10
Open Data-Federal-Department of Health and Human Services-Cerner, 10
Open Data-Federal-Department of Health and Human Services-Certara, 10
Open Data-Federal-Department of Health and Human Services-Chemical Abstracts Service, 10
Open Data-Federal-Department of Health and Human Services-Evidera, 10
Open Data-Federal-Department of Health and Human Services-Everyday Health, 10
Open Data-Federal-Department of Health and Human Services-Explorys, 10
Open Data-Federal-Department of Health and Human Services-GenoSpace-genomic data, 10
Open Data-Federal-Department of Health and Human Services-Healthline, 10
Open Data-Federal-Department of Health and Human Services-Impaq International, 10
Open Data-Federal-Department of Health and Human Services-IMS Health, 10
Open Data-Federal-Department of Health and Human Services-Inovalon, 10
Open Data-Federal-Department of Health and Human Services-Kyruus-"physician demographics- credentials- clinical and scientific expertise-  0utilization- performance- and compliance"-
Open Data-Federal-Department of Health and Human Services-Lilly Open Innovation Drug Discovery, 10
Open Data-Federal-Department of Health and Human Services-gRadiant Research LLC, 10
Open Data-Federal-Department of Health and Human Services-PeerJ, 10
Open Data-Federal-Department of Health and Human Services-Orlin Research, 10
Open Data-Federal-Department of Health and Human Services-Personalis, 10
Open Data-Federal-Department of Health and Human Services-Predilytics, 10
Open Data-Federal-Department of Health and Human Services-Sage Bionetworks, 10
Open Data-Federal-Department of Health and Human Services-SAS, 10
Open Data-Federal-Department of Health and Human Services-SpeSo Health-"Clinical trials- case reports and lab related research", 10
Open Data-Federal-Department of Health and Human Services-Sophic Systems Alliance, 10
Open Data-Federal-Department of Health and Human Services-TrialTrove, 10
Open Data-Federal-Department of Health and Human Services-Enigma.io, 10
Open Data-Federal-Department of Health and Human Services-WebMD, 10
Open Data-Federal-Department of Health and Human Services-WeMakeItSafer, 10
Open Data-Federal-Department of Health and Human Services-U.S. News Schools, 10
Open Data-Federal-Department of Health and Human Services-Vitals, 10
Open Data-Federal-Department of Health and Human Services-GoodGuide, 10
Open Data-Federal-Department of Health and Human Services-FindTheBest.com-Agency for Healthcare Research and Quality, 10
Open Data-Federal-Department of Health and Human Services-ReciPal-National Nutrient Database, 10
Open Data-Federal-Department of Health and Human Services-Practice Fusion, 10
Open Data-Federal-Department of Health and Human Services-Innography, 10
Open Data-Federal-Department of Health and Human Services-Ayasdi-The Cancer Genome Atlas, 10
Open Data-Federal-Department of Health and Human Services-Iodine, 10
Open Data-Federal-Department of Health and Human Services-Vimo, 10
Open Data-Federal-Department of Health and Human Services-Oliver Wyman, 10
Open Data-Federal-Department of Health and Human Services-"Expert Health Data Programming Inc.", 10
Open Data-Federal-Department of Health and Human Services-The Advisory Board Company, 10
Open Data-Federal-Department of Health and Human Services-Golden Helix, 10
Open Data-Federal-Department of Health and Human Services-Charles River Associates-Agency for healthcare research and quality   MEPS, 10
Open Data-Federal-Department of Health and Human Services-NERA Economic Consulting, 10
Open Data-Federal-Department of Health and Human Services-H3 Biomedicine, 10
Open Data-Federal-Department of Health and Human Services-NerdWallet, 10
Open Data-Federal-Department of Health and Human Services-iMedicare, 10
Open Data-Federal-Department of Health and Human Services-Dabo Health, 10
Open Data-Federal-Department of Health and Human Services-Castlight Health, 10
Open Data-Federal-Department of Health and Human Services-mHealthCoach, 10
Open Data-Federal-Department of Health and Human Services-"Exaptive Inc.", 10
Open Data-Federal-Department of Health and Human Services-CliniCast-SEER, 10
Open Data-Federal-Department of Health and Human Services-CliniCast-MEPS, 10
Open Data-Federal-Department of Health and Human Services-CliniCast-CMS 5% Dataset, 10
Open Data-Federal-Department of Health and Human Services-Science Exchange, 10
Open Data-Federal-Department of Health and Human Services-ClearHealthCosts, 10
Open Data-Federal-Department of Health and Human Services-Compared Care, 10
Open Data-Federal-Department of Health and Human Services-PYA Analytics, 10
Open Data-Federal-Department of Health and Human Services-Collective IP, 10
Open Data-Federal-Department of Health and Human Services-Perscio, 10
Open Data-Federal-Department of Health and Human Services-Abacore, 10
Open Data-Federal-Department of Homeland Security-Panjiva, 10
Open Data-Federal-Department of Homeland Security-Trulia, 10
Open Data-Federal-Department of Homeland Security-Booz Allen Hamilton, 10
Open Data-Federal-Department of Homeland Security-Datamyne-U.S. Customs and Border Protection, 10
Open Data-Federal-Department of Homeland Security-Datamyne-Automated Manifest System, 10
Open Data-Federal-Department of Homeland Security-Datamyne-customs declarations and Import Export Customs Statistics, 10
Open Data-Federal-Department of Homeland Security-IW Financial, 10
Open Data-Federal-Department of Homeland Security-TransUnion, 10
Open Data-Federal-Department of Homeland Security-Enigma.io, 10
Open Data-Federal-Department of Homeland Security-Zonability, 10
Open Data-Federal-Department of Homeland Security-FindTheBest.com, 10
Open Data-Federal-Department of Homeland Security-Revaluate, 10
Open Data-Federal-Department of Housing and Urban Development-FindTheBest.com, 10
Open Data-Federal-Department of Housing and Urban Development-Revaluate-Public Housing Physical Inspection Scores, 10
Open Data-Federal-Department of Justice-Jurispect, 10
Open Data-Federal-Department of Justice-"Graematter Inc.", 10
Open Data-Federal-Department of Justice-SmartAsset, 10
Open Data-Federal-Department of Justice-Azavea, 10
Open Data-Federal-Department of Justice-Oversight Systems-Uses data for compliance with the Foreign Corrupt Practices Act., 10
Open Data-Federal-Department of Justice-Enigma.io, 10
Open Data-Federal-Department of Justice-FindTheBest.com, 10
Open Data-Federal-Department of Justice-AreaVibes Inc., 10
Open Data-Federal-Department of Justice-Munetrix, 10
Open Data-Federal-Department of Justice-CrowdANALYTIX, 10
Open Data-Federal-Department of Justice-PYA Analytics, 10
Open Data-Federal-Department of Labor-"Fuzion Apps Inc.", 10
Open Data-Federal-Department of Labor-Abt Associates, 10
Open Data-Federal-Department of Labor-Investormill, 10
Open Data-Federal-Department of Labor-HelloWallet, 10
Open Data-Federal-Department of Labor-Pave, 10
Open Data-Federal-Department of Labor-Whitby Group, 10
Open Data-Federal-Department of Labor-PolicyMap, 10
Open Data-Federal-Department of Labor-Cloudspyre, 10
Open Data-Federal-Department of Labor-Bridgewater, 10
Open Data-Federal-Department of Labor-Business and Legal Resources, 10
Open Data-Federal-Department of Labor-Equal Pay for Women, 10
Open Data-Federal-Department of Labor-Eat Shop Sleep, 10
Open Data-Federal-Department of Labor-Factset, 10
Open Data-Federal-Department of Labor-FutureAdvisor, 10
Open Data-Federal-Department of Labor-GetRaised, 10
Open Data-Federal-Department of Labor-GoodGuide, 10
Open Data-Federal-Department of Labor-JJ Keller, 10
Open Data-Federal-Department of Labor-Redfin, 10
Open Data-Federal-Department of Labor-The Vanguard Group, 10
Open Data-Federal-Department of Labor-Enigma.io, 10
Open Data-Federal-Department of Labor-IVES Group Inc, 10
Open Data-Federal-Department of Labor-Zillow, 10
Open Data-Federal-Department of Labor-FindTheBest.com, 10
Open Data-Federal-Department of Labor-Social Explorer, 10
Open Data-Federal-Department of Labor-Thinknum, 10
Open Data-Federal-Department of Labor-Geoscape, 10
Open Data-Federal-Department of Labor-"PayScale Inc.", 10
Open Data-Federal-Department of Labor-OnDeck, 10
Open Data-Federal-Department of Labor-"Lumesis Inc."-Unemployment, 10
Open Data-Federal-Department of Labor-Kimono Labs, 10
Open Data-Federal-Department of Labor-Headlight, 10
Open Data-Federal-Department of Labor-PYA Analytics, 10
Open Data-Federal-Department of Labor-ss, 10
Open Data-Federal-Department of Labor-lskdjg, 10
Open Data-Federal-Department of Labor-Abacore, 10
Open Data-Federal-Department of Labor-"Think Edu- LLC", 10
Open Data-Federal-Department of State-Cambridge Information Group-Congressional Research Service reports (CRS) and issue briefs, 10
Open Data-Federal-Department of State-Enigma.io, 10
Open Data-Federal-Department of State-CrowdANALYTIX, 10
Open Data-Federal-Department of Transportation-Jurispect, 10
Open Data-Federal-Department of Transportation-Keychain Logistics Corp., 10
Open Data-Federal-Department of Transportation-YourMapper, 10
Open Data-Federal-Department of Transportation-Abt Associates, 10
Open Data-Federal-Department of Transportation-CARFAX, 10
Open Data-Federal-Department of Transportation-FlightStats-ASDI Data Feed, 10
Open Data-Federal-Department of Transportation-FlightView, 10
Open Data-Federal-Department of Transportation-Enigma.io, 10
Open Data-Federal-Department of Transportation-Weather Underground, 10
Open Data-Federal-Department of Transportation-WeMakeItSafer, 10
Open Data-Federal-Department of Transportation-TripIt, 10
Open Data-Federal-Department of Transportation-FindTheBest.com, 10
Open Data-Federal-Department of Transportation-FlightAware, 10
Open Data-Federal-Department of Transportation-SpaceCurve, 10
Open Data-Federal-Department of Transportation-CrowdANALYTIX-FARS, 10
Open Data-Federal-Department of Transportation-PYA Analytics, 10
Open Data-Federal-Department of Transportation-The GovLab, 10
Open Data-Federal-Department of Transportation-Perscio, 10
Open Data-Federal-Department of Veterans Affairs-IMS Health, 10
Open Data-Federal-Department of Veterans Affairs-Iodine, 10
Open Data-Federal-Department of the Interior-Azavea, 10
Open Data-Federal-Department of the Interior-Climate Corporation, 10
Open Data-Federal-Department of the Interior-"Energy Points Inc.", 10
Open Data-Federal-Department of the Interior-Trulia, 10
Open Data-Federal-Department of the Interior-Mapbox, 10
Open Data-Federal-Department of the Interior-Walk Score, 10
Open Data-Federal-Department of the Interior-Earthquake Alert!, 10
Open Data-Federal-Department of the Interior-HERE, 10
Open Data-Federal-Department of the Interior-Way Better Patents, 10
Open Data-Federal-Department of the Interior-Enigma.io, 10
Open Data-Federal-Department of the Interior-EarthObserver App, 10
Open Data-Federal-Department of the Interior-SpaceCurve, 10
Open Data-Federal-Department of the Interior-Wolfram Research, 10
Open Data-Federal-Department of the Interior-Rapid Cycle Solutions, 10
Open Data-Federal-Department of the Interior-Parsons Brinckerhoff, 10
Open Data-Federal-Department of the Interior-CrowdANALYTIX-land management, 10
Open Data-Federal-Department of the Interior-"Farmers Business Network Inc.", 10
Open Data-Federal-Department of the Treasury-Jurispect, 10
Open Data-Federal-Department of the Treasury-Captricity, 10
Open Data-Federal-Department of the Treasury-Overture Technologies-Treasury Quarterly NPV dataset, 10
Open Data-Federal-Department of the Treasury-"Aunt Bertha Inc.", 10
Open Data-Federal-Department of the Treasury-NonprofitMetrics, 10
Open Data-Federal-Department of the Treasury-Berkshire Hathaway, 10
